gene	cluster_old	pi	pi.alnlen	pi.pairalnlen	cluster
AT4G33300	singleton	8.2343456060199	0.00833435790082986	0.00842579733848243	singleton
AT4G36140	singleton	114.111796982167	0.131162985036974	0.268435114700101	cAT4G36140
AT4G36150	singleton	20.2408667170572	0.0268803010850694	0.0270104265974852	cAT4G36140
AT5G04720	singleton	2.21718316956408	0.00211563279538557	0.00214384282788823	singleton
AT5G05400	singleton	1.8816	0.00230588235294118	0.00235327035910946	singleton
AT5G11250	singleton	23.9327810650893	0.0301420416436892	0.033047821596461	singleton
AT5G17680	singleton	3.92945326278655	0.00494270850664974	0.00524382221963609	singleton
AT5G17880	CHS3	5.27456382001839	0.00893993867799727	0.00897034663268431	CHS3
AT5G17890	CHS3	3.86328125	0.00498487903225806	0.00498487903225806	CHS3
AT5G17970	CHS3	0.991249999999996	0.00122831474597273	0.00123062255953106	CHS3
AT5G18350	singleton	8.8875	0.00985310421286032	0.010593945444649	cAT5G18350
AT5G18360	singleton	12.3669387755101	0.0199145551940581	0.020034557633989	cAT5G18350
AT5G18370	singleton	6.35954555580304	0.00733511598131838	0.00743131431167995	cAT5G18350
AT5G22690	singleton	0.890083310937917	0.00121099770195635	0.00121099770195636	singleton
AT5G35450	DM4_RPP8	48.4550684388025	0.0423558290548973	0.0519338912349004	DM4_RPP8
AT5G36930	singleton	1.28	0.00178272980501393	0.00178521617852162	singleton
AT5G38340	singleton	6.19833378124164	0.00793640689019416	0.00820867585933998	cAT5G38340
AT5G38350	singleton	55.3500784929372	0.0664466728606689	0.0747506028126302	cAT5G38340
AT5G38850	singleton	1.44167296548248	0.0017931255789583	0.00187076549740843	singleton
AT5G40090	singleton	3.20239334027056	0.00467502677411761	0.0053058723135347	cAT5G40090
AT5G40100	singleton	6.12467681700649	0.00793351919301359	0.0085906621754855	cAT5G40090
AT5G40910	DM1_SSI4	2.34829346949746	0.00315630842674389	0.00317623563322369	DM1_SSI4
AT5G40920	singleton	2.82512396694214	0.00381258295133892	0.00387771385248344	DM1_SSI4
AT5G41540	DM1_SSI4	0.745659722222233	0.000968389249639263	0.000976652364844808	DM1_SSI4
AT5G41550	DM1_SSI4	63.4118480725617	0.0826751604596632	0.0848238647882392	DM1_SSI4
AT5G41740	DM1_SSI4	45.2056	0.0593249343832021	0.0654601596354862	DM1_SSI4
AT5G41750	DM1_SSI4	16.9472042771219	0.02238732401205	0.0231714887600116	DM1_SSI4
AT5G43470	DM4_RPP8	26.2721893491124	0.0157507130390362	0.0159486523249452	DM4_RPP8
AT5G43725	singleton	32.3093359631826	0.0380557549625236	0.0385909606046081	RSG2
AT5G43730	RSG2	32.3093359631826	0.0380557549625236	0.0385909606046081	RSG2
AT5G43740	RSG2	14.3715277777778	0.016257384364002	0.016942329361665	RSG2
AT5G44510	singleton	6.90029561945719	0.00903180054902773	0.00906145076752385	singleton
AT5G44870	singleton	13.5468554768847	0.0178954497713139	0.0183505320675736	singleton
AT5G45050	RPS4_TTR1	6.47857988165667	0.00830587164314958	0.00831109663562545	TTR1
AT5G45060	RPS4_TTR1	11.0537278106509	0.0138517892364047	0.0140765950261607	TTR1
AT5G45200	RPS4_TTR1	5.71166207529835	0.00734146796310842	0.00753448546884633	RPS4
AT5G45210	RPS4_TTR1	1.36420395421437	0.00229277975498213	0.00245993415608401	RPS4
AT5G45230	RPS4_TTR1	5.1358024691358	0.00690296030797823	0.00690296030797823	RPS4
AT5G45240	RPS4_TTR1	3.16049382716049	0.00524128329545687	0.00529587999645121	RPS4
AT5G45250	RPS4_TTR1	0.997621878715823	0.00130921506393153	0.00130921506393152	RPS4
AT5G45260	RPS4_TTR1	4.84343579431189	0.00624959457330566	0.00652580205403426	RPS4
AT5G45440	singleton	15.7275390625	0.022564618454089	0.0268583702833572	cAT5G45440
AT5G45490	singleton	5.25387755102042	0.00732758375316656	0.0177234245797644	cAT5G45440
AT5G46260	RPS6	9.92653810835623	0.0130612343531003	0.0141096992447592	RPS6
AT5G46270	RPS6	12.77197265625	0.0171897343960296	0.0172559969963765	RPS6
AT5G46450	RPS6	3.24751410911051	0.00413169733983525	0.00454611351615956	RPS6
AT5G46470	RPS6	37.336686480719	0.0476233245927538	0.0543039653313686	RPS6
AT5G46490	RPS6	7.125	0.00961538461538462	0.00961538461538462	RPS6
AT5G46510	RPS6	0	0	0	RPS6
AT5G46520	RPS6	20.2262396694215	0.027112921808876	0.0289582999049939	RPS6
AT5G47250	singleton	5.94104308390011	0.00676656387687939	0.00705094333267779	cAT5G47250
AT5G47260	singleton	13.4572940287226	0.0155396004950607	0.016087773059839	cAT5G47250
AT5G47280	singleton	1.10059171597633	0.00100236039706405	0.00101563883486524	cAT5G47250
AT5G48620	DM4_RPP8	54.3751398479993	0.0241238419911266	0.0386943692197299	DM4_RPP8
AT5G48770	singleton	0	0	0	cAT5G48770
AT5G48775	singleton	0	0	0	cAT5G48770
AT5G48780	singleton	106.991676575506	0.141898775299079	0.244168450425551	cAT5G48770
AT5G49140	singleton	2.18672839506171	0.00272999799633173	0.00290679181436305	singleton
AT5G51630	singleton	3.44784580498864	0.00457881249002476	0.00463481258206967	singleton
AT5G58120	singleton	38.6965811965815	0.0465103139381989	0.0527255009023005	singleton
AT5G63020	singleton	5.26430801248701	0.00622258630317613	0.00635798595826124	singleton
AT5G66900	NRG1	5.7900390625	0.00556199717819404	0.00588894487187372	NRG1
AT5G66910	NRG1	5.26958579881647	0.00537712836613925	0.00553756820610657	NRG1
