gene	cluster_old	pi	pi.alnlen	pi.pairalnlen	cluster
AT4G19510	RPP2	0.664819944598337	0.00159429243308954	0.00159429243308954	RPP2
AT4G19520	RPP2	91.476146506617	0.204644623057309	0.264803858682277	RPP2
AT4G19530	RPP2	7.71111111111111	0.0176860346585117	0.0193904764111427	RPP2
AT4G36140	singleton	95.2675342824714	0.22415890419405	0.296969815171304	cAT4G36140
AT4G36150	singleton	21.5744016649323	0.0524924614718548	0.0526047919777025	cAT4G36140
AT5G11250	singleton	6.38347190728134	0.0157228372100526	0.0157320391007737	singleton
AT5G17680	singleton	1.38627269929208	0.0034743676673987	0.00353787900569373	singleton
AT5G17880	CHS3	0.620752984389345	0.0015327234182453	0.00153272341824531	CHS3
AT5G17890	CHS3	7.64453125	0.028001945970696	0.0283121247964998	CHS3
AT5G17970	CHS3	0.384999999999998	0.000936739659367391	0.000936739659367398	CHS3
AT5G18350	singleton	2.07020408163266	0.00500049295080353	0.00500049295080351	cAT5G18350
AT5G18360	singleton	1.0576171875	0.00254234900841346	0.00261140046296301	cAT5G18350
AT5G18370	singleton	1.26813590449955	0.00291525495287253	0.00312436201648367	cAT5G18350
AT5G22690	singleton	1.22592152199764	0.00297553767475156	0.00306174540434711	singleton
AT5G36930	singleton	1.61777777777778	0.00385185185185185	0.00385185185185186	singleton
AT5G38340	singleton	11.2188888888889	0.0270987654320988	0.0285326164307678	cAT5G38340
AT5G38344	singleton	15.8313344274711	0.0382399382306065	0.0398943542090707	cAT5G38340
AT5G38850	singleton	3.42611862643082	0.00852268315032542	0.00852350500359793	singleton
AT5G40090	singleton	0.579414135984947	0.00129622849213635	0.00158443059783605	cAT5G40090
AT5G40100	singleton	1.3141628594464	0.00318199239575399	0.00321402673528961	cAT5G40090
AT5G40910	DM1_SSI4	3.16345877621376	0.00769697999078773	0.00773078313779193	DM1_SSI4
AT5G40920	singleton	2.24872448979593	0.00547134912359106	0.00547631541006363	DM1_SSI4
AT5G41540	DM1_SSI4	0.445312500000002	0.00100070224719102	0.00107857932666065	DM1_SSI4
AT5G41550	DM1_SSI4	23.6957807041117	0.0572361852756321	0.0579574407840278	DM1_SSI4
AT5G41740	DM1_SSI4	15.5310445580716	0.0372447111704355	0.0376230181713065	DM1_SSI4
AT5G41750	DM1_SSI4	7.55837673611113	0.0179533889218792	0.0182770981995754	DM1_SSI4
AT5G44510	singleton	2.66756248320346	0.00652215766064415	0.00665936484582845	singleton
AT5G44870	singleton	12.8950403690888	0.031839605849602	0.031839605849602	singleton
AT5G45050	RPS4_TTR1	7.37325443786975	0.0282500170033324	0.028250017003332	TTR1
AT5G45060	RPS4_TTR1	9.50059171597629	0.023228830601409	0.0232869955041903	TTR1
AT5G45200	RPS4_TTR1	2.93519619500594	0.00685793503506061	0.0072198485334426	RPS4
AT5G45210	RPS4_TTR1	3.93555555555555	0.0103840515977719	0.0106960872162485	RPS4
AT5G45220	RPS4_TTR1	27.9989612188366	0.0476172809844159	0.107450470532185	RPS4
AT5G45230	RPS4_TTR1	0.18	0.00041958041958042	0.00041968934492299	RPS4
AT5G45250	RPS4_TTR1	1.24197384066587	0.00305904886863516	0.00307732018924525	RPS4
AT5G45260	RPS4_TTR1	1.57609988109395	0.00564910351646575	0.00564910351646577	RPS4
AT5G46260	RPS6	11.4521362898862	0.0279320397314298	0.0290231271683933	RPS6
AT5G46270	RPS6	12.7266068052932	0.0315796694920428	0.0317428190957472	RPS6
AT5G46450	RPS6	3.06118931341571	0.00744814918106013	0.00745025554088061	RPS6
AT5G46470	RPS6	22.8245092207022	0.0552651554980683	0.0557713191991139	RPS6
AT5G46490	RPS6	7.94557823129252	0.0196187116822038	0.0197651199783396	RPS6
AT5G46510	RPS6	0.653061224489796	0.00159283225485316	0.00160700349432456	RPS6
AT5G46520	RPS6	9.74316290130796	0.0224496841043962	0.0245620465139518	RPS6
AT5G48770	singleton	0	0	0	cAT5G48770
AT5G48780	singleton	0.355555555555556	0.000858829844337091	0.000858829844337091	cAT5G48770
AT5G49140	singleton	0.510380622837372	0.00125093289911121	0.00125102666828699	singleton
AT5G51630	singleton	0.433106575963721	0.00104615114967082	0.00104615114967082	singleton
AT5G58120	singleton	11.1201814058958	0.0259817322567658	0.0268688616974794	singleton
